"website";"flightno";"depsched";"depact";"depgate";"arrivalsched";"arrivalact";"arrivalgat"
"aa";"AA-1397-DFW-SNA";2011-12-01 15:15:00;2011-12-01 15:30:00;"C4";2011-12-01 16:30:00;2011-12-01 16:23:00;"8"
"aa";"AA-3786-IAH-ORD";2011-12-01 16:00:00;2011-12-01 16:12:00;"A29";2011-12-01 18:40:00;2011-12-01 18:15:00;"G13"
"aa";"AA-689-DFW-SLC";2011-12-01 10:10:00;2011-12-01 10:25:00;"C29";2011-12-01 12:00:00;2011-12-01 11:43:00;"A3"
"aa";"AA-4325-CLT-ORD";2011-12-01 20:10:00;2011-12-01 20:10:00;"A11";2011-12-01 21:35:00;2011-12-01 20:52:00;"G7"
"aa";"AA-1838-JFK-BOS";2011-12-01 07:20:00;2011-12-01 07:44:00;"44";2011-12-01 08:35:00;2011-12-01 08:26:00;"B36"
"aa";"AA-3988-ORD-DTW";2011-12-01 22:20:00;2011-12-01 22:25:00;"G7";2011-12-02 00:30:00;;"D19"
"aa";"AA-1687-MIA-SJU";2011-12-01 14:00:00;2011-12-01 14:34:00;"D12";2011-12-01 17:30:00;2011-12-01 17:40:00;"7"
"aa";"AA-1436-MCI-DFW";2011-12-01 08:55:00;2011-12-01 09:03:00;"77";2011-12-01 10:40:00;2011-12-01 10:21:00;"C2"
"aa";"AA-1510-MIA-JFK";2011-12-01 11:35:00;2011-12-01 11:44:00;"D21";2011-12-01 14:30:00;2011-12-01 14:18:00;"35"
"aa";"AA-1522-SFO-ORD";2011-12-01 23:55:00;;"57";2011-12-02 05:50:00;;"H9"
"aa";"AA-586-DFW-CLE";2011-12-01 09:00:00;2011-12-01 09:05:00;"C22";2011-12-01 12:25:00;2011-12-01 12:19:00;"A3"
"aa";"AA-1688-CUN-DFW";2011-12-01 15:20:00;2011-12-01 15:21:00;"C15";2011-12-01 18:20:00;2011-12-01 17:57:00;"D28"
"aa";"AA-630-MCO-JFK";2011-12-01 12:55:00;2011-12-01 13:15:00;"15";2011-12-01 15:30:00;2011-12-01 15:35:00;"38"
"aa";"AA-1597-ORD-MEX";2011-12-01 09:20:00;2011-12-01 09:36:00;"K8";2011-12-01 13:30:00;;
"aa";"AA-4368-ORD-CVG";2011-12-01 15:15:00;2011-12-01 15:25:00;"H3B";2011-12-01 17:25:00;2011-12-01 17:13:00;"1"
"aa";"AA-858-MIA-PHL";2011-12-01 08:55:00;2011-12-01 09:12:00;"D43";2011-12-01 11:40:00;2011-12-01 11:42:00;"A3"
"aa";"AA-2885-DFW-CVG";2011-12-01 18:00:00;2011-12-01 18:23:00;"B18";2011-12-01 21:10:00;2011-12-01 21:13:00;"3"
"aa";"AA-610-DFW-BOS";2011-12-01 19:15:00;2011-12-01 19:29:00;"C11";2011-12-01 23:30:00;2011-12-01 23:31:00;"B32"
"aa";"AA-276-LAX-MIA";2011-12-01 22:55:00;;"47A";2011-12-02 06:40:00;;"D15"
"aa";"AA-3574-CLT-MIA";2011-12-01 19:10:00;2011-12-01 19:30:00;"A9";2011-12-01 21:10:00;2011-12-01 21:13:00;"D60"
"aa";"AA-3859-IAH-ORD";2011-12-01 07:10:00;2011-12-01 07:16:00;"A29";2011-12-01 09:40:00;2011-12-01 09:32:00;"H5"
"aa";"AA-939-MIA-CUR";2011-12-01 16:05:00;2011-12-01 16:19:00;"D32";2011-12-01 19:55:00;2011-12-01 19:45:00;
"aa";"AA-1798-LAX-SFO";2011-12-01 19:15:00;2011-12-01 19:22:00;"47A";2011-12-01 20:30:00;2011-12-01 20:27:00;"56B"
"aa";"AA-1890-LAX-ORD";2011-12-01 17:35:00;2011-12-01 18:05:00;"46B";2011-12-01 23:30:00;;"K8"
"aa";"AA-3711-LAX-IAH";2011-12-01 19:40:00;;"44I";2011-12-02 00:45:00;;"A26"
"aa";"AA-5026-CVG-ORD";2011-12-01 20:35:00;;"5";2011-12-01 21:10:00;2011-12-01 20:53:00;"L2A"
"aa";"AA-202-LAX-MIA";2011-12-01 06:10:00;2011-12-01 06:37:00;"42B";2011-12-01 13:55:00;2011-12-01 13:58:00;"D14"
"aa";"AA-24-SFO-JFK";2011-12-01 07:00:00;2011-12-01 07:20:00;"58B";2011-12-01 15:30:00;2011-12-01 15:37:00;"46"
"aa";"AA-404-MIA-MCO";2011-12-01 06:45:00;2011-12-01 06:57:00;"E5";2011-12-01 07:45:00;2011-12-01 07:40:00;"15"
"aa";"AA-1974-LAX-BNA";2011-12-01 11:40:00;;"47A";2011-12-01 17:30:00;;"C2"
"aa";"AA-1920-LAX-SFO";2011-12-01 07:00:00;2011-12-01 07:13:00;"48B";2011-12-01 08:15:00;2011-12-01 08:22:00;"58B"
"aa";"AA-1081-BOS-ORD";2011-12-01 19:35:00;2011-12-01 19:43:00;"B35";2011-12-01 21:20:00;2011-12-01 21:09:00;"H8"
"aa";"AA-1667-DEN-DFW";2011-12-01 15:55:00;2011-12-01 16:55:00;"A47";2011-12-01 18:50:00;2011-12-01 19:34:00;"C28"
"aa";"AA-4389-DTW-ORD";2011-12-01 19:35:00;2011-12-01 19:53:00;"D28";2011-12-01 20:10:00;2011-12-01 20:03:00;"G2B"
"aa";"AA-1688-DFW-MIA";2011-12-01 20:15:00;2011-12-01 21:49:00;"D17";2011-12-02 23:50:00;;"D4"
"aa";"AA-3773-DEN-ORD";2011-12-01 18:40:00;2011-12-01 18:43:00;"A49";2011-12-01 22:05:00;2011-12-01 21:28:00;"G6A"
"aa";"AA-1394-DFW-FLL";2011-12-01 09:10:00;2011-12-01 09:29:00;"C27";2011-12-01 12:45:00;2011-12-01 12:53:00;"E2"
"aa";"AA-2049-CLT-DFW";2011-12-01 06:00:00;2011-12-01 07:06:00;"A9";2011-12-01 08:00:00;2011-12-01 08:34:00;"C19"
"aa";"AA-2463-TUL-DFW";2011-12-01 15:05:00;;"27";2011-12-01 16:10:00;;"D17"
"aa";"AA-743-LGA-DFW";2011-12-01 12:30:00;2011-12-01 13:01:00;"D3";2011-12-01 15:45:00;2011-12-01 15:18:00;"C11"
"aa";"AA-4-LAX-JFK";2011-12-01 12:15:00;2011-12-01 12:43:00;"49A";2011-12-01 20:45:00;2011-12-01 20:34:00;"39"
"aa";"AA-350-ORD-LGA";2011-12-01 18:05:00;2011-12-01 18:14:00;"K1";2011-12-01 21:15:00;2011-12-01 20:53:00;"D7"
"aa";"AA-3840-ORD-ATL";2011-12-01 14:05:00;2011-12-01 14:28:00;"H4";2011-12-01 17:00:00;2011-12-01 16:52:00;"T10"
"aa";"AA-1193-DFW-SAN";2011-12-01 15:50:00;;"C7";2011-12-01 16:55:00;;"27"
"aa";"AA-902-MVD-MIA";2011-12-01 22:55:00;;"05";2011-12-02 05:15:00;;"D3"
"aa";"AA-1514-MIA-LGA";2011-12-01 16:15:00;2011-12-01 16:58:00;"D3";2011-12-01 19:15:00;2011-12-01 19:28:00;"D1"
"aa";"AA-34-LAX-JFK";2011-12-01 08:05:00;2011-12-01 08:23:00;"47B";2011-12-01 16:30:00;2011-12-01 16:14:00;"43"
"aa";"AA-451-ORD-SFO";2011-12-01 10:05:00;2011-12-01 10:13:00;"H10";2011-12-01 12:50:00;;"58A"
"aa";"AA-451-ORD-SFO";2011-12-01 10:05:00;2011-12-01 10:13:00;"H10";2011-12-01 12:50:00;2011-12-01 12:26:00;"58A"
"aa";"AA-282-YVR-DFW";2011-12-01 08:25:00;2011-12-01 08:47:00;"E79";2011-12-01 14:15:00;2011-12-01 14:20:00;"D17"
"aa";"AA-1775-ORD-LAS";2011-12-01 11:55:00;2011-12-01 12:09:00;"H11A";2011-12-01 13:55:00;2011-12-01 14:16:00;"D37"
"aa";"AA-144-LAX-IAD";2011-12-01 15:45:00;2011-12-01 15:58:00;"46A";2011-12-01 23:25:00;2011-12-01 23:22:00;"B71"
"aa";"AA-203-MIA-LAX";2011-12-01 14:10:00;2011-12-01 14:22:00;"D2";2011-12-01 17:00:00;2011-12-01 17:01:00;"47B"
"aa";"AA-866-MIA-PHL";2011-12-01 21:55:00;;"D49";2011-12-02 00:25:00;;"A3"
"aa";"AA-524-ICT-DFW";2011-12-01 14:40:00;2011-12-01 14:41:00;"5";2011-12-01 16:00:00;2011-12-01 15:46:00;"A17"
"aa";"AA-3787-LAX-IAH";2011-12-01 06:55:00;2011-12-01 07:07:00;"44I";2011-12-01 12:05:00;2011-12-01 11:59:00;"A29"
"aa";"AA-149-IAD-LAX";2011-12-01 08:15:00;2011-12-01 08:20:00;"B71";2011-12-01 11:10:00;2011-12-01 10:41:00;"48A"
"aa";"AA-3739-ORD-EWR";2011-12-01 09:30:00;2011-12-01 09:42:00;"G13";2011-12-01 12:30:00;2011-12-01 12:27:00;"30"
"aa";"AA-1721-MIA-MBJ";2011-12-01 09:30:00;2011-12-01 09:58:00;"D12";2011-12-01 11:05:00;2011-12-01 11:16:00;"2"
"aa";"AA-4163-DTW-ORD";2011-12-01 17:05:00;2011-12-01 17:10:00;"D28";2011-12-01 17:35:00;2011-12-01 17:13:00;"G9"
"aa";"AA-554-SFO-ORD";2011-12-01 14:10:00;2011-12-01 14:19:00;"58A";2011-12-01 20:30:00;2011-12-01 20:14:00;"K8"
"aa";"AA-2212-CUN-DFW";2011-12-01 06:50:00;2011-12-01 07:00:00;"C21";2011-12-01 09:45:00;2011-12-01 09:49:00;"D40"
"aa";"AA-1466-DFW-BOS";2011-12-01 06:15:00;2011-12-01 06:22:00;"D18";2011-12-01 10:35:00;2011-12-01 10:36:00;"B31"
"aa";"AA-607-ORD-LAX";2011-12-01 21:25:00;2011-12-01 21:32:00;"K8";2011-12-01 23:55:00;;"46B"
"aa";"AA-3-JFK-LAX";2011-12-01 12:00:00;2011-12-01 12:11:00;"44";2011-12-01 15:15:00;2011-12-01 15:16:00;"48B"
"aa";"AA-3702-ORD-DEN";2011-12-01 10:20:00;2011-12-01 10:40:00;"H5";2011-12-01 11:55:00;2011-12-01 12:12:00;"A47"
"aa";"AA-431-MIA-SFO";2011-12-01 08:35:00;2011-12-01 08:51:00;"E9";2011-12-01 11:50:00;2011-12-01 11:44:00;"57"
"aa";"AA-4330-ORD-CVG";2011-12-01 12:50:00;2011-12-01 13:02:00;"G12";2011-12-01 14:55:00;2011-12-01 14:52:00;"5"
"aa";"AA-3822-DEN-LAX";2011-12-01 16:40:00;2011-12-01 17:27:00;"A49";2011-12-01 18:20:00;2011-12-01 18:35:00;"44J"
"aa";"AA-1125-DFW-PVR";2011-12-01 12:15:00;2011-12-01 17:30:00;"D34";2011-12-01 14:55:00;2011-12-01 19:56:00;
"aa";"AA-1092-LAX-ORD";2011-12-01 23:20:00;;"46A";2011-12-02 05:15:00;;"H15"
"aa";"AA-85-JFK-SFO";2011-12-01 15:05:00;2011-12-01 15:36:00;"39";2011-12-01 18:30:00;2011-12-01 18:43:00;"56A"
"aa";"AA-4307-ORD-DTW";2011-12-01 18:45:00;2011-12-01 18:55:00;"G19A";2011-12-01 21:10:00;2011-12-01 20:53:00;"D28"
"aa";"AA-1235-ORD-STL";2011-12-01 20:10:00;2011-12-01 20:22:00;"K3";2011-12-01 21:15:00;2011-12-01 21:15:00;"D4"
"aa";"AA-3979-CVG-ORD";2011-12-01 07:30:00;2011-12-01 08:04:00;"1";2011-12-01 08:00:00;2011-12-01 08:06:00;"G10"
"aa";"AA-2415-MIA-PUJ";2011-12-01 12:00:00;2011-12-01 12:15:00;"E5";2011-12-01 15:15:00;2011-12-01 15:06:00;
"aa";"AA-352-ORD-LGA";2011-12-01 17:20:00;2011-12-01 17:29:00;"K3";2011-12-01 20:30:00;2011-12-01 20:08:00;"D10"
"aa";"AA-204-LAX-MCO";2011-12-01 23:25:00;;"45";2011-12-02 06:55:00;;"TBA"
"aa";"AA-1436-DFW-CLT";2011-12-01 11:30:00;2011-12-01 11:39:00;"C7";2011-12-01 14:40:00;2011-12-01 14:48:00;"A9"
"aa";"AA-2098-ORD-BOS";2011-12-01 15:20:00;2011-12-01 15:29:00;"H14";2011-12-01 18:30:00;2011-12-01 18:22:00;"B35"
"aa";"AA-487-JFK-SJU";2011-12-01 06:30:00;2011-12-01 06:51:00;"47";2011-12-01 11:45:00;2011-12-01 11:21:00;"9"
"aa";"AA-1592-SAN-DFW";2011-12-01 06:20:00;2011-12-01 06:39:00;"29";2011-12-01 11:25:00;2011-12-01 11:06:00;"C39"
"aa";"AA-2149-MIA-CUN";2011-12-01 13:10:00;2011-12-01 13:17:00;"D45";2011-12-01 14:00:00;2011-12-01 13:44:00;
"aa";"AA-1299-MIA-SJU";2011-12-01 19:30:00;2011-12-01 19:38:00;"D43";2011-12-01 22:55:00;2011-12-01 22:38:00;"5"
"aa";"AA-329-LGA-ORD";2011-12-01 12:35:00;2011-12-01 13:06:00;"D10";2011-12-01 14:10:00;2011-12-01 14:12:00;"K12"
"aa";"AA-4277-CVG-JFK";2011-12-01 12:10:00;2011-12-01 12:10:00;"1";2011-12-01 14:15:00;2011-12-01 13:43:00;"32G"
"aa";"AA-4064-ORD-CLE";2011-12-01 17:45:00;2011-12-01 17:59:00;"G14";2011-12-01 20:10:00;2011-12-01 19:58:00;"A3"
"aa";"AA-1044-DFW-CMH";2011-12-01 10:10:00;2011-12-01 10:16:00;"C33";2011-12-01 13:25:00;2011-12-01 13:17:00;"B34"
"aa";"AA-3756-ORD-SLC";2011-12-01 12:15:00;2011-12-01 12:41:00;"G19";2011-12-01 14:45:00;2011-12-01 14:50:00;"A3"
"aa";"AA-3741-ORD-EWR";2011-12-01 22:50:00;;"H3A";2011-12-02 01:45:00;;"33"
"aa";"AA-382-ORD-LGA";2011-12-01 09:55:00;2011-12-01 10:02:00;"H14";2011-12-01 13:00:00;2011-12-01 12:39:00;"D8"
"aa";"AA-1184-PHX-DFW";2011-12-01 13:55:00;2011-12-01 14:18:00;"4";2011-12-01 17:10:00;2011-12-01 17:16:00;"C27"
"aa";"AA-616-DFW-DTW";2011-12-01 09:05:00;2011-12-01 10:10:00;"D37";2011-12-01 12:35:00;2011-12-01 13:27:00;"D32"
"aa";"AA-3785-ORD-IAH";2011-12-01 21:35:00;2011-12-01 22:01:00;"H1B";2011-12-02 00:10:00;;"A30"
"aa";"AA-1520-LAX-MIA";2011-12-01 11:00:00;2011-12-01 11:27:00;"48B";2011-12-01 18:55:00;2011-12-01 18:46:00;"D16"
"aa";"AA-2428-DFW-IAH";2011-12-01 14:25:00;2011-12-01 14:41:00;"C26";2011-12-01 15:30:00;2011-12-01 15:29:00;"A27"
"aa";"AA-3548-CVG-MIA";2011-12-01 18:05:00;2011-12-01 18:18:00;"5";2011-12-01 20:45:00;2011-12-01 20:37:00;"D60"
"aa";"AA-1917-JFK-MCO";2011-12-01 14:55:00;2011-12-01 15:27:00;"40";2011-12-01 17:55:00;2011-12-01 17:43:00;"12"
"aa";"AA-1597-BOS-ORD";2011-12-01 06:00:00;2011-12-01 06:13:00;"B36";2011-12-01 08:05:00;2011-12-01 07:49:00;"K8"
"aa";"AA-1835-ORD-SFO";2011-12-01 16:15:00;2011-12-01 16:53:00;"K9";2011-12-01 18:50:00;;"57"
"aa";"AA-1835-ORD-SFO";2011-12-01 16:15:00;2011-12-01 16:53:00;"K9";2011-12-01 18:50:00;2011-12-01 19:10:00;"57"
"aa";"AA-177-JFK-SFO";2011-12-01 17:40:00;2011-12-01 17:58:00;"43";2011-12-01 21:10:00;2011-12-01 20:51:00;"56A"
"aa";"AA-1223-DFW-DEN";2011-12-01 12:15:00;2011-12-01 12:43:00;"C27";2011-12-01 13:15:00;2011-12-01 13:24:00;"A47"
"aa";"AA-119-EWR-LAX";2011-12-01 18:15:00;2011-12-01 18:51:00;"32";2011-12-01 21:40:00;;"49A"
"aa";"AA-1623-EWR-MIA";2011-12-01 14:29:00;2011-12-01 14:43:00;"34";2011-12-01 17:39:00;2011-12-01 17:10:00;"D48"
"aa";"AA-1223-CLT-DFW";2011-12-01 09:05:00;2011-12-01 10:11:00;"A11";2011-12-01 11:10:00;2011-12-01 11:33:00;"C27"
"aa";"AA-3827-ATL-ORD";2011-12-01 11:30:00;2011-12-01 11:34:00;"T10";2011-12-01 12:45:00;2011-12-01 12:15:00;"G9"
"aa";"AA-932-UIO-MIA";2011-12-01 06:10:00;2011-12-01 06:56:00;;2011-12-01 10:15:00;2011-12-01 10:51:00;"E11"
"aa";"AA-3573-MIA-CLT";2011-12-01 16:25:00;2011-12-01 16:38:00;"D55";2011-12-01 18:35:00;2011-12-01 18:51:00;"A9"
"aa";"AA-3724-IAH-LAX";2011-12-01 20:05:00;2011-12-01 20:41:00;"A29";2011-12-01 21:45:00;;"44J"
"aa";"AA-1998-DFW-DCA";2011-12-01 14:40:00;2011-12-01 14:50:00;"C31";2011-12-01 18:15:00;2011-12-01 18:22:00;"32"
"aa";"AA-3762-IAH-LAX";2011-12-01 08:00:00;2011-12-01 08:10:00;"A30";2011-12-01 09:40:00;2011-12-01 09:26:00;"44I"
"aa";"AA-1733-ORD-PHX";2011-12-01 19:45:00;2011-12-01 19:58:00;"K5";2011-12-01 22:30:00;;"6"
"aa";"AA-1733-ORD-PHX";2011-12-01 19:45:00;2011-12-01 19:58:00;"K5";2011-12-01 22:30:00;;"6"
"aa";"AA-3509-MIA-ATL";2011-12-01 17:00:00;2011-12-01 17:07:00;"D60";2011-12-01 19:05:00;2011-12-01 18:55:00;"T10"
"aa";"AA-692-MIA-EWR";2011-12-01 12:35:00;2011-12-01 12:59:00;"E11";2011-12-01 15:25:00;2011-12-01 15:36:00;"34"
"aa";"AA-1332-DFW-ATL";2011-12-01 20:55:00;;"C4";2011-12-01 23:45:00;;"T9"
"aa";"AA-74-LAX-IAD";2011-12-01 23:00:00;;"46B";2011-12-02 06:40:00;;"B71"
"aa";"AA-1853-JFK-MIA";2011-12-01 16:30:00;2011-12-01 17:26:00;"8";2011-12-01 20:00:00;2011-12-01 19:47:00;"D49"
"aa";"AA-1047-MCO-MIA";2011-12-01 08:45:00;2011-12-01 08:48:00;"15";2011-12-01 09:50:00;2011-12-01 09:31:00;"D48"
"aa";"AA-3715-ORD-PHL";2011-12-01 22:30:00;;"H1A";2011-12-02 01:15:00;;"A7"
"aa";"AA-1217-FLL-DFW";2011-12-01 11:00:00;2011-12-01 11:10:00;"E2";2011-12-01 13:15:00;2011-12-01 13:05:00;"C31"
"aa";"AA-1198-LAX-LAS";2011-12-01 20:20:00;2011-12-01 20:39:00;"48A";2011-12-01 21:25:00;;"D33"
"aa";"AA-2495-BDL-DFW";2011-12-01 18:15:00;2011-12-01 18:20:00;"A26";2011-12-01 21:25:00;2011-12-01 20:57:00;"D31"
"aa";"AA-524-DFW-DTW";2011-12-01 17:25:00;2011-12-01 17:30:00;"C15";2011-12-01 20:55:00;2011-12-01 20:46:00;"D17"
"aa";"AA-474-DFW-ATL";2011-12-01 12:35:00;;"C19";2011-12-01 15:35:00;;"T12"
"aa";"AA-2446-DFW-MIA";2011-12-01 19:10:00;2011-12-01 19:34:00;"D21";2011-12-01 22:45:00;2011-12-01 22:43:00;"D42"
"aa";"AA-3816-DEN-LAX";2011-12-01 06:30:00;2011-12-01 07:49:00;"A49";2011-12-01 08:20:00;2011-12-01 08:49:00;"44J"
"aa";"AA-1066-MEX-DFW";2011-12-01 06:05:00;2011-12-01 06:23:00;"20";2011-12-01 08:50:00;2011-12-01 08:47:00;"D38"
"aa";"AA-1886-BOS-MIA";2011-12-01 10:45:00;2011-12-01 10:55:00;"B34";2011-12-01 14:20:00;2011-12-01 13:40:00;"D45"
"aa";"AA-3824-DEN-LAX";2011-12-01 20:10:00;2011-12-01 20:59:00;"A49";2011-12-01 21:50:00;;"44E"
"aa";"AA-4242-CLE-JFK";2011-12-01 12:20:00;2011-12-01 12:45:00;"A1";2011-12-01 14:00:00;2011-12-01 13:56:00;"31B"
"aa";"AA-3796-IAH-ORD";2011-12-01 11:50:00;2011-12-01 12:02:00;"A29";2011-12-01 14:25:00;2011-12-01 14:11:00;"G13"
"aa";"AA-2039-MIA-ORD";2011-12-01 21:40:00;2011-12-01 21:58:00;"D47";2011-12-01 23:50:00;;"K18"
"aa";"AA-2043-TPA-ORD";2011-12-01 12:30:00;2011-12-01 12:35:00;"F79";2011-12-01 14:25:00;2011-12-01 14:15:00;"H10"
"aa";"AA-2059-DFW-SLC";2011-12-01 22:20:00;2011-12-01 22:31:00;"C20";2011-12-01 23:59:00;;"A3"
